"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"313",11,"Tahj Brooks",CIN,"RB95","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-22"
"314",11,"Jake Tonges",SF,"TE38","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-86"
"315",11,"Joe Mixon",FA,"RB96","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-62"
"316",11,"Ja'Kobi Lane",BAL,"WR110","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-69"
"317",11,"Jarquez Hunter",LAR,"RB97","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","+82"
"318",11,"Audric Estime",NO,"RB98","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+70"
"319",12,"Andrei Iosivas",CIN,"WR111","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-57"
"320",12,"Kareem Hunt",FA,"RB99","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-51"
"321",12,"New Orleans Saints",NO,"DST20","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"322",12,"Chicago Bears",CHI,"DST21","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"323",12,"Darnell Washington",PIT,"TE39","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-67"
"324",12,"Cedric Tillman",CLE,"WR112","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+78"
"325",12,"Jalen Royals",KC,"WR113","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-31"
"326",12,"J.J. McCarthy",MIN,"QB36","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-59"
"327",12,"Konata Mumpfield",LAR,"WR114","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-6"
"328",12,"Will Shipley",PHI,"RB100","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"329",12,"Calvin Austin III",NYG,"WR115","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-17"
"330",12,"Tez Johnson",TB,"WR116","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-41"
"331",12,"Jahan Dotson",ATL,"WR117","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-54"
"332",12,"Max Klare",LAR,"TE40","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+3"
"333",12,"Luke McCaffrey",WAS,"WR118","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+23"
"334",12,"Bam Knight",ARI,"RB101","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"335",12,"Caleb Douglas",MIA,"WR119","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-86"
"336",12,"Jalen Tolbert",MIA,"WR120","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-86"
"337",12,"J'Mari Taylor",JAC,"RB102","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-14"
"338",12,"Olamide Zaccheaus",ATL,"WR121","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-7"
"339",12,"Mac Jones",SF,"QB37","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-37"
"340",12,"Tyler Higbee",LAR,"TE41","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+37"
"341",12,"Elijah Arroyo",SEA,"TE42","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-66"
"342",12,"Noah Gray",KC,"TE43","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-23"
"343",12,"Dont'e Thornton Jr.",LV,"WR122","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+5"
"344",12,"Cole Kmet",CHI,"TE44","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-61"
"345",12,"Carolina Panthers",CAR,"DST22","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"346",12,"Michael Mayer",LV,"TE45","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-95"
"347",12,"Xavier Hutchinson",HOU,"WR123","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+22"
"348",12,"Joshua Palmer",BUF,"WR124","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-24"
"349",12,"Nick Chubb",FA,"RB103","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"350",12,"Dawson Knox",BUF,"TE46","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-74"
"351",12,"Ja'Tavion Sanders",CAR,"TE47","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-78"
"352",12,"Jawhar Jordan",HOU,"RB104","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"353",12,"Bryce Lance",NO,"WR125","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-53"
"354",12,"Eli Heidenreich",PIT,"RB105","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-43"
"355",12,"Carson Beck",ARI,"QB38","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-96"
"356",12,"Brenen Thompson",LAC,"WR126","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-72"
"357",12,"Michael Carter",TEN,"RB106","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"358",12,"Ty Simpson",LAR,"QB39","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-43"
"359",12,"John Metchie III",CAR,"WR127","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-21"
"360",12,"Kendrick Bourne",ARI,"WR128","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-79"
"361",12,"Treylon Burks",WAS,"WR129","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-60"
"362",12,"Justin Fields",KC,"QB40","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-107"
"363",12,"DeMario Douglas",NE,"WR130","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-29"
"364",12,"Nick Westbrook-Ikhine",IND,"WR131","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-55"
"365",12,"Raheim Sanders",CLE,"RB107","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"366",12,"Austin Ekeler",FA,"RB108","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-128"
"367",12,"Kalif Raymond",CHI,"WR132","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-59"
"368",12,"Zavion Thomas",CHI,"WR133","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-105"
"369",12,"Jaylin Lane",WAS,"WR134","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-37"
"370",12,"Dallas Cowboys",DAL,"DST23","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"371",12,"Anthony Richardson Sr.",IND,"QB41","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-72"
"372",12,"Justin Joly",DEN,"TE48","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-74"
"373",12,"KaVontae Turpin",DAL,"WR135","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-70"
"374",12,"Noah Fant",NO,"TE49","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-3"
"375",12,"Savion Williams",GB,"WR136","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-90"
"376",13,"Kevin Coleman Jr.",MIA,"WR137","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-71"
"377",13,"Tyler Bass",BUF,"K19","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"378",13,"Zane Gonzalez",MIA,"K20","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"379",13,"Eli Raridon",NE,"TE50","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-87"
"380",13,"Phil Mafah",DAL,"RB109","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-23"
"381",13,"Tutu Atwell",MIA,"WR138","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-39"
"382",13,"Luke Musgrave",GB,"TE51","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-45"
"383",13,"Ben Sinnott",WAS,"TE52","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-57"
"384",13,"Cincinnati Bengals",CIN,"DST24","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"385",13,"Deion Burks",IND,"WR139","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-35"
"386",13,"Tommy Myers",FA,"TE53","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"387",13,"Dameon Pierce",PHI,"RB110","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"388",13,"New York Giants",NYG,"DST25","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"389",13,"Jordan Whittington",LAR,"WR140","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-36"
"390",13,"Darren Waller",FA,"TE54","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-60"
"391",13,"Tommy Tremble",CAR,"TE55","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-44"
"392",13,"Terrell Jennings",NE,"RB111","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"393",13,"John Bates",WAS,"TE56","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"394",13,"Jake Elliott",PHI,"K21","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"395",13,"Jonnu Smith",FA,"TE57","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"396",13,"Mitchell Evans",CAR,"TE58","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-51"
"397",13,"Daniel Bellinger",TEN,"TE59","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-27"
"398",13,"Cyrus Allen",KC,"WR141","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-94"
"399",13,"CJ Daniels",LAR,"WR142","11","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-31"
"400",13,"Tyler Lockett",LV,"WR143","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"401",13,"Blake Grupe",IND,"K22","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"402",13,"Jam Miller",NE,"RB112","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-"
"403",13,"Erick All Jr.",CIN,"TE60","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-110"
"404",13,"Antonio Gibson",FA,"RB113","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"405",13,"Tampa Bay Buccaneers",TB,"DST26","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"406",13,"Joe Flacco",CIN,"QB42","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-66"
"407",13,"Miami Dolphins",MIA,"DST27","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"408",13,"Austin Hooper",ATL,"TE61","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"409",13,"Rasheen Ali",BAL,"RB114","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"410",13,"Roschon Johnson",CHI,"RB115","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-2"
"411",13,"Zach Ertz",FA,"TE62","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","+4"
"412",13,"DeAndre Hopkins",BAL,"WR144","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-49"
"413",13,"Marcus Mariota",WAS,"QB43","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-24"
"414",13,"Greg Dortch",DET,"WR145","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-119"
"415",13,"Chad Ryland",ARI,"K23","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
