"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"89",6,"Brock Purdy",SF,"QB12","8","Coach Upside rating","Coach Bust rating","1 out of 5 stars","+9"
"90",6,"Michael Wilson",ARI,"WR38","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-1"
"91",6,"Kyle Monangai",CHI,"RB33","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-1"
"92",6,"Parker Washington",JAC,"WR39","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-14"
"93",6,"Makai Lemon",PHI,"WR40","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"94",6,"Blake Corum",LAR,"RB34","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+5"
"95",7,"J.K. Dobbins",DEN,"RB35","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2"
"96",7,"Jakobi Meyers",JAC,"WR41","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+14"
"97",7,"Michael Pittman Jr.",PIT,"WR42","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+8"
"98",7,"Patrick Mahomes II",KC,"QB13","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-6"
"99",7,"Bo Nix",DEN,"QB14","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+5"
"100",7,"Travis Kelce",KC,"TE9","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"101",7,"Kenny Gainwell",TB,"RB36","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2"
"102",7,"Quentin Johnston",LAC,"WR43","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-7"
"103",7,"Matthew Stafford",LAR,"QB15","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-15"
"104",7,"Ricky Pearsall",SF,"WR44","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+8"
"105",7,"Wan'Dale Robinson",TEN,"WR45","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+2"
"106",7,"Jordan Addison",MIN,"WR46","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+2"
"107",7,"Aaron Jones Sr.",MIN,"RB37","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+15"
"108",7,"Dalton Kincaid",BUF,"TE10","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+6"
"109",7,"Jared Goff",DET,"QB16","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-7"
"110",7,"Rachaad White",WAS,"RB38","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+3"
"111",7,"Jayden Reed",GB,"WR47","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-11"
"112",7,"Kyler Murray",MIN,"QB17","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+3"
"113",7,"Josh Downs",IND,"WR48","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-2"
"114",7,"George Kittle",SF,"TE11","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-18"
"115",7,"Jake Ferguson",DAL,"TE12","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+3"
"116",7,"Jacory Croskey-Merritt",WAS,"RB39","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+10"
"117",7,"Isaiah Likely",NYG,"TE13","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-8"
"118",7,"Dallas Goedert",PHI,"TE14","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-1"
"119",7,"Jordan Love",GB,"QB18","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"120",7,"Jordan Mason",MIN,"RB40","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-1"
"121",7,"Baker Mayfield",TB,"QB19","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+3"
"122",7,"Xavier Worthy",KC,"WR49","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-6"
"123",7,"Jayden Higgins",HOU,"WR50","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+10"
"124",7,"Tyrone Tracy Jr.",NYG,"RB41","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+5"
"125",7,"Tyler Shough",NO,"QB20","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-2"
"126",7,"Khalil Shakir",BUF,"WR51","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+5"
"127",8,"Malik Willis",MIA,"QB21","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3"
"128",8,"Mark Andrews",BAL,"TE15","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-7"
"129",8,"Chris Rodriguez Jr.",JAC,"RB42","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+6"
"130",8,"Romeo Doubs",NE,"WR52","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-3"
"131",8,"Tyler Allgeier",ARI,"RB43","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+23"
"132",8,"Jonathon Brooks",CAR,"RB44","5","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-26"
"133",8,"Zach Charbonnet",SEA,"RB45","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+11"
"134",8,"KC Concepcion",CLE,"WR53","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-6"
"135",8,"Woody Marks",HOU,"RB46","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+3"
"136",8,"Jalen Coker",CAR,"WR54","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+1"
"137",8,"Matthew Golden",GB,"WR55","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-12"
"138",8,"Juwan Johnson",NO,"TE16","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+3"
"139",8,"Isiah Pacheco",DET,"RB47","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+3"
"140",8,"Tyjae Spears",TEN,"RB48","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+11"
"141",8,"Dylan Sampson",CLE,"RB49","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+24"
"142",8,"Sam Darnold",SEA,"QB22","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-10"
"143",8,"C.J. Stroud",HOU,"QB23","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-3"
"144",8,"Oronde Gadsden II",LAC,"TE17","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-1"
"145",8,"Brenton Strange",JAC,"TE18","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-6"
"146",8,"Hunter Henry",NE,"TE19","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"147",8,"Alvin Kamara",NO,"RB50","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+14"
"148",8,"Rashid Shaheed",SEA,"WR56","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-14"
"149",8,"Cam Ward",TEN,"QB24","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-2"
"150",8,"Brian Robinson Jr.",ATL,"RB51","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+12"
"151",8,"Keaton Mitchell",LAC,"RB52","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-3"
"152",8,"Jauan Jennings",MIN,"WR57","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+7"
"153",8,"Tank Bigsby",PHI,"RB53","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+13"
"154",8,"Jerry Jeudy",CLE,"WR58","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+17"
"155",8,"Jonah Coleman",DEN,"RB54","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+1"
"156",8,"Omar Cooper Jr.",NYJ,"WR59","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+2"
"157",8,"Daniel Jones",IND,"QB25","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-8"
"158",8,"Denzel Boston",CLE,"WR60","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+2"
"159",8,"Chig Okonkwo",WAS,"TE20","7","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-23"
"160",8,"Bryce Young",CAR,"QB26","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-3"
"161",8,"Braelon Allen",NYJ,"RB55","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+34"
"162",8,"Jalen McMillan",TB,"WR61","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-10"
"163",8,"Dalton Schultz",HOU,"TE21","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"164",8,"Travis Hunter",JAC,"WR62","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+39"
"165",8,"Adonai Mitchell",NYJ,"WR63","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+24"
"166",9,"James Conner",ARI,"RB56","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+58"
"167",9,"Emanuel Wilson",SEA,"RB57","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+38"
"168",9,"Kayshon Boutte",NE,"WR64","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+30"
"169",9,"Tre' Harris",LAC,"WR65","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+14"
"170",9,"Tre Tucker",LV,"WR66","13","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-3"
"171",9,"Stefon Diggs",FA,"WR67","-","Coach Upside rating","Coach Bust rating","-","-26"
"172",9,"Houston Texans",HOU,"DST1","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"173",9,"Troy Franklin",DEN,"WR68","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+61"
"174",9,"Ryan Flournoy",DAL,"WR69","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+14"
"175",9,"Kimani Vidal",LAC,"RB58","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+32"
"176",9,"Kenyon Sadiq",NYJ,"TE22","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-26"
"177",9,"T.J. Hockenson",MIN,"TE23","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-24"
"178",9,"AJ Barner",SEA,"TE24","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-3"
"179",9,"Deebo Samuel Sr.",FA,"WR70","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-9"
"180",9,"Denver Broncos",DEN,"DST2","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"181",9,"Sean Tucker",TB,"RB59","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"182",9,"Calvin Ridley",TEN,"WR71","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-6"
"183",9,"Isaac TeSlaa",DET,"WR72","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-5"
"184",9,"Seattle Seahawks",SEA,"DST3","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"185",9,"Emmett Johnson",KC,"RB60","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+2"
"186",9,"Los Angeles Rams",LAR,"DST4","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"187",9,"Philadelphia Eagles",PHI,"DST5","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","-"
"188",9,"Ray Davis",BUF,"RB61","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+12"
"189",9,"Mike Washington Jr.",LV,"RB62","13","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+1"
"190",9,"Jaylin Noel",HOU,"WR73","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+47"
"191",9,"Brandon Aiyuk",SF,"WR74","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-7"
"192",9,"Jacksonville Jaguars",JAC,"DST6","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"193",9,"Pittsburgh Steelers",PIT,"DST7","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"194",9,"Jacoby Brissett",ARI,"QB27","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-25"
"195",9,"Minnesota Vikings",MIN,"DST8","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"196",9,"Brandon Aubrey",DAL,"K1","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-"
"197",9,"New England Patriots",NE,"DST9","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"198",9,"Ka'imi Fairbairn",HOU,"K2","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-"
"199",9,"Darnell Mooney",NYG,"WR75","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+18"
"200",9,"Pat Bryant",DEN,"WR76","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+32"
"201",9,"Cameron Dicker",LAC,"K3","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"202",9,"Gunnar Helm",TEN,"TE25","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-25"
"203",9,"Nicholas Singleton",TEN,"RB63","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-18"
"204",9,"Jalen Nailor",LV,"WR77","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-49"
"205",9,"Cam Little",JAC,"K4","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"206",9,"Los Angeles Chargers",LAC,"DST10","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"207",9,"Jason Myers",SEA,"K5","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"208",9,"De'Zhaun Stribling",SF,"WR78","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-16"
"209",10,"Malik Washington",MIA,"WR79","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-29"
"210",10,"Chimere Dike",TEN,"WR80","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+48"
"211",10,"Jaylen Wright",MIA,"RB64","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+19"
"212",10,"David Njoku",LAC,"TE26","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-30"
"213",10,"Terrance Ferguson",LAR,"TE27","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-12"
"214",10,"Kaytron Allen",WAS,"RB65","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-17"
"215",10,"Antonio Williams",WAS,"WR81","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-43"
"216",10,"Eddy Pineiro",SF,"K6","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"217",10,"Green Bay Packers",GB,"DST11","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"218",10,"Tyler Loop",BAL,"K7","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"219",10,"Pat Freiermuth",PIT,"TE28","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-25"
"220",10,"Baltimore Ravens",BAL,"DST12","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"221",10,"Kansas City Chiefs",KC,"DST13","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"222",10,"Dontayvion Wicks",PHI,"WR82","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-11"
"223",10,"Cade Otton",TB,"TE29","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-44"
"224",10,"Ollie Gordon II",MIA,"RB66","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+42"
"225",10,"Tank Dell",HOU,"WR83","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-29"
"226",10,"Evan McPherson",CIN,"K8","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"227",10,"Cairo Santos",CHI,"K9","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","-"
"228",10,"Ted Hurst III",TB,"WR84","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-7"
"229",10,"Cleveland Browns",CLE,"DST14","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"230",10,"Rashod Bateman",BAL,"WR85","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+15"
"231",10,"Andy Borregales",NE,"K10","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"232",10,"Cooper Kupp",SEA,"WR86","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-16"
"233",10,"Detroit Lions",DET,"DST15","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"234",10,"Geno Smith",NYJ,"QB28","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-60"
"235",10,"Tyreek Hill",FA,"WR87","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-49"
"236",10,"MarShawn Lloyd",GB,"RB67","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-32"
"237",10,"Elic Ayomanor",TEN,"WR88","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+41"
"238",10,"Aaron Rodgers",PIT,"QB29","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-74"
"239",10,"Jake Bates",DET,"K11","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"240",10,"Germie Bernard",PIT,"WR89","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-38"
"241",10,"Buffalo Bills",BUF,"DST16","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"242",10,"Colby Parkinson",LAR,"TE30","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-23"
"243",10,"Chase McLaughlin",TB,"K12","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"244",10,"Zachariah Branch",ATL,"WR90","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-53"
"245",10,"Justice Hill",BAL,"RB68","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-36"
"246",10,"Fernando Mendoza",LV,"QB30","13","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-78"
"247",10,"Keon Coleman",BUF,"WR91","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-29"
"248",10,"Harrison Mevis",LAR,"K13","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"249",10,"Jack Bech",LV,"WR92","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-1"
"250",10,"Christian Kirk",SF,"WR93","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-38"
"251",10,"Chris Boswell",PIT,"K14","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"252",10,"Elijah Sarratt",BAL,"WR94","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-16"
"253",10,"Harrison Butker",KC,"K15","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"254",10,"Devin Neal",NO,"RB69","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+28"
"255",10,"Malik Davis",DAL,"RB70","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+17"
"256",10,"Evan Engram",DEN,"TE31","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-29"
"257",10,"Eli Stowers",PHI,"TE32","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-58"
"258",10,"Kaleb Johnson",PIT,"RB71","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+12"
"259",10,"Tory Horton",SEA,"WR95","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-18"
"260",10,"Jordan James",SF,"RB72","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-54"
"261",10,"Chris Bell",MIA,"WR96","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-47"
"262",10,"Seth McGowan",IND,"RB73","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+60"
"263",10,"Chris Brooks",GB,"RB74","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-11"
"264",10,"Jaydon Blue",DAL,"RB75","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-54"
"265",10,"Trey Benson",ARI,"RB76","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+48"
"266",10,"Malachi Fields",NYG,"WR97","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-58"
"267",10,"Ty Johnson",BUF,"RB77","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-28"
"268",10,"DJ Giddens",IND,"RB78","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-22"
"269",10,"Demond Claiborne",MIN,"RB79","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-44"
"270",11,"Tyquan Thornton",KC,"WR98","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-44"
"271",11,"Michael Penix Jr.",ATL,"QB31","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-49"
"272",11,"George Holani",SEA,"RB80","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-49"
"273",11,"Marvin Mims Jr.",DEN,"WR99","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+13"
"274",11,"Samaje Perine",CIN,"RB81","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-43"
"275",11,"Theo Johnson",NYG,"TE33","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-32"
"276",11,"Chris Brazzell II",CAR,"WR100","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-47"
"277",11,"Tua Tagovailoa",ATL,"QB32","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-84"
"278",11,"Isaiah Davis",NYJ,"RB82","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+42"
"279",11,"Mason Taylor",NYJ,"TE34","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-19"
"280",11,"Oscar Delp",NO,"TE35","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"281",11,"Atlanta Falcons",ATL,"DST17","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"282",11,"Kendre Miller",NO,"RB83","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"283",11,"Darius Slayton",NYG,"WR101","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-12"
"284",11,"Wil Lutz",DEN,"K16","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"285",11,"Will Reichard",MIN,"K17","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"286",11,"LeQuint Allen Jr.",JAC,"RB84","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-18"
"287",11,"Greg Dulcich",MIA,"TE36","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-114"
"288",11,"Xavier Legette",CAR,"WR102","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","0"
"289",11,"Devaughn Vele",NO,"WR103","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-49"
"290",11,"Kyle Williams",NE,"WR104","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-3"
"291",11,"Najee Harris",LAC,"RB85","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-12"
"292",11,"Mack Hollins",NE,"WR105","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+41"
"293",11,"Brashard Smith",KC,"RB86","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+61"
"294",11,"Emari Demercado",KC,"RB87","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-33"
"295",11,"Keenan Allen",LAC,"WR106","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-53"
"296",11,"Devin Singletary",NYG,"RB88","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-42"
"297",11,"Hollywood Brown",PHI,"WR107","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-33"
"298",11,"Jerome Ford",WAS,"RB89","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+38"
"299",11,"Shedeur Sanders",CLE,"QB33","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-86"
"300",11,"San Francisco 49ers",SF,"DST18","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"301",11,"Kaelon Black",SF,"RB90","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-68"
"302",11,"Indianapolis Colts",IND,"DST19","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"303",11,"Adam Randall",BAL,"RB91","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-46"
"304",11,"Kirk Cousins",LV,"QB34","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-69"
"305",11,"Mike Gesicki",CIN,"TE37","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-85"
"306",11,"Deshaun Watson",CLE,"QB35","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-91"
"307",11,"Charlie Smyth",NO,"K18","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"308",11,"Isaac Guerendo",SF,"RB92","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","+44"
"309",11,"Jaleel McLaughlin",DEN,"RB93","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"310",11,"Isaiah Bond",CLE,"WR108","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-20"
"311",11,"Trevor Etienne",CAR,"RB94","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","+30"
"312",11,"Skyler Bell",BUF,"WR109","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-68"
